,Unnamed: 0,Unnamed: 0.1,gene_ID,type,gene_symbol,start,stop,description,pos,pathway,"L: L, Mono","D: L, S in maj 1","FL: L, Eco Eq 1","Q: L, Glu exp","WL: L, S in maj 2","Y: L, Eco Eq 2","T: R, Glu Exp","H: L, Ac exp","FS: S, Eco Eq 1"
681,681,714,ECB_00677,cds,ybgP,729764,730495,predicted assembly protein,730129.5,,0.001940555488520055,0.0023281120781676145,0.013358853748332159,-0.0003405421631054327,0.002678789294447218,0.00042547117328978873,0.018504103925728644,0.0008203355964309234,-0.0012475183052393988
682,682,715,ECB_00678,cds,ybgQ,730510,732960,predicted outer membrane protein,731735.0,,-0.00011758169504405603,0.003696428735870062,0.000873133208043333,0.00010091643260690422,-0.007187702366085906,-0.0025350377193125444,-0.0005091831004784861,0.0022581885179817156,-0.0015725585321434202
683,683,716,ECB_00679,cds,ybgD,733020,733586,predicted fimbrial-like adhesin protein,733303.0,,-0.0023438185888805907,0.0038804116362284404,0.0006267026082804829,-0.0015758685532648454,-0.00020273702691687355,-0.0037057587124427133,-0.0023871039261141704,0.0009837202815170276,0.00040004023719350014
684,684,717,ECB_00680,cds,gltA,733976,735259,citrate synthase,734617.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01210': '2-Oxocarboxylic acid metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
685,685,718,ECB_00681,cds,sdhC,735968,736357,succinate dehydrogenase cytochrome b556 large membrane subunit,736162.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
686,686,719,ECB_00682,cds,sdhD,736351,736698,succinate dehydrogenase cytochrome b556 small membrane subunit,736524.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
687,687,720,ECB_00683,cds,sdhA,736698,738464,succinate dehydrogenase flavoprotein subunit,737581.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
688,688,721,ECB_00684,cds,sdhB,738480,739196,"succinate dehydrogenase, FeS subunit",738838.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
689,689,722,ECB_00685,cds,sucA,739497,742298,alpha-ketoglutarate decarboxylase,740897.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
690,690,723,ECB_00686,cds,sucB,742313,743530,dihydrolipoamide acetyltransferase,742921.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00310': 'Lysine degradation', 'ebr00380': 'Tryptophan metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
691,691,724,ECB_00687,cds,sucC,743896,745062,succinyl-CoA synthetase subunit beta,744479.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00640': 'Propanoate metabolism', 'ebr00660': 'C5-Branched dibasic acid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
692,692,725,ECB_00688,cds,sucD,745062,745931,succinyl-CoA synthetase subunit alpha,745496.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00640': 'Propanoate metabolism', 'ebr00660': 'C5-Branched dibasic acid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
693,693,726,ECB_00689,cds,farR,746035,746757,"DNA-binding transcriptional dual regulator, fatty-acyl-binding",746396.0,,0.011613445322423845,,-0.008035678718705572,0.009447716880505184,-0.02165131418831351,,-0.008209944965883365,-0.02159060678609608,-0.018121273458344647
694,694,727,ECB_00690,cds,hrsA,746866,748842,fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes,747854.0,{'ebr02060': 'Phosphotransferase system (PTS)'},-0.011406908926833579,0.01706048490652506,-0.006663842532969471,-0.0019262899127787802,0.0023078195197246162,-0.016210073265042563,-0.015226206797827066,0.003144625057798737,-0.01640029590354312
695,695,728,ECB_00691,cds,ybgG,748860,751493,alpha-mannosidase,750176.5,,-0.0027228692816456397,-0.001899260589519396,0.00045165267307019363,-0.004598449030544186,-0.006398398035941375,0.002776371195128185,-0.004264816144731558,-9.079873078737e-05,-0.0057673386378010545
696,696,729,ECB_00692,cds,cydA,752340,753908,"cytochrome d terminal oxidase, subunit I",753124.0,"{'ebr00190': 'Oxidative phosphorylation', 'ebr02020': 'Two-component system'}",,,,,,,,,
697,697,730,ECB_00693,cds,cydB,753924,755063,"cytochrome d terminal oxidase, subunit II",754493.5,"{'ebr00190': 'Oxidative phosphorylation', 'ebr02020': 'Two-component system'}",,,,,,,,,
698,698,731,ECB_00694,cds,ybgT,755078,755191,hypothetical protein,755134.5,"{'ebr00190': 'Oxidative phosphorylation', 'ebr02020': 'Two-component system'}",,,,,,,,,
699,699,732,ECB_00695,cds,ybgE,755191,755484,conserved inner membrane protein,755337.5,,,,,,,,,,
700,700,733,ECB_00696,cds,ybgC,755634,756038,predicted acyl-CoA thioesterase,755836.0,,,,,,,,-0.04822160735204435,,
701,701,734,ECB_00697,cds,tolQ,756035,756727,membrane spanning protein in TolA-TolQ-TolR complex,756381.0,,,,,,,,,,
702,702,735,ECB_00698,cds,tolR,756731,757159,membrane spanning protein in TolA-TolQ-TolR complex,756945.0,,,,,,,,,,
703,703,736,ECB_00699,cds,tolA,757224,758489,cell envelope integrity inner membrane protein TolA,757856.5,,,,,,,,,,
704,704,737,ECB_00700,cds,tolB,758622,759914,translocation protein TolB precursor,759268.0,,,,,,,,,,
705,705,738,ECB_00701,cds,pal,759949,760470,peptidoglycan-associated outer membrane lipoprotein,760209.5,,,,,,,,,,
706,706,739,ECB_00702,cds,ybgF,760480,761271,hypothetical protein,760875.5,,,,,,,,-0.049433161018881046,,
707,707,740,ECB_t00015,ncrna,lysT,761436,761511,,761473.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
708,708,741,EBG00001040723,ncrna,tRNA,761436,761508,,761472.0,,,,,,,,,,
709,709,742,EBG00001040719,ncrna,tRNA,761647,761719,,761683.0,,,,,,,,,,
710,710,743,ECB_t00016,ncrna,valT,761647,761722,,761684.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
711,711,744,EBG00001040668,ncrna,tRNA,761725,761797,,761761.0,,,,,,,,,,
712,712,745,ECB_t00017,ncrna,lysW,761725,761800,,761762.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
713,713,746,EBG00001040583,ncrna,tRNA,761852,761924,,761888.0,,,,,,,,,,
714,714,747,ECB_t00018,ncrna,valZ,761852,761927,,761889.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
715,715,748,EBG00001040530,ncrna,tRNA,761931,762003,,761967.0,,,,,,,,,,
716,716,749,ECB_t00019,ncrna,lysY,761931,762006,,761968.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
717,717,750,EBG00001040552,ncrna,tRNA,762153,762225,,762189.0,,,,,,,,,,
718,718,751,ECB_t00020,ncrna,lysZ,762153,762228,,762190.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
719,719,752,EBG00001040590,ncrna,tRNA,762361,762433,,762397.0,,,,,,,,,,
720,720,753,ECB_t00021,ncrna,lysQ,762361,762436,,762398.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
721,721,754,ECB_00703,cds,nadA,762714,763757,quinolinate synthetase,763235.5,"{'ebr00760': 'Nicotinate and nicotinamide metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
722,722,755,ECB_00704,cds,pnuC,763795,764514,predicted nicotinamide mononucleotide transporter,764154.5,,0.0014744584034978774,0.03340934795359553,0.010972715203288288,0.0031703663588243873,0.002630759184821213,-0.0055390366705739685,-0.026928422491909857,0.010736157741025373,0.023905429218416673
723,723,756,ECB_00705,cds,ybgR,764511,765452,zinc transporter ZitB,764981.5,,0.0022425876779074106,,,,,,-0.0023215786378756012,0.002540191776887565,-0.003297524130091092
724,724,757,ECB_00706,cds,ybgS,765566,765946,hypothetical protein,765756.0,,0.0026886787546648782,-0.00357183810758786,-0.009671342933468104,-0.004933072719740211,0.00010211753643408506,-0.0067957717931698995,0.009030724639678205,0.03439227144088673,0.01687793914746225
725,725,758,ECB_00707,cds,aroG,766262,767314,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible",766788.0,"{'ebr00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids', 'ebr02024': 'Quorum sensing'}",-0.00532832310196811,,-0.003103689669675962,0.008108879863937641,0.012204304580594495,-0.012430019550492536,0.0825332456293749,0.004400178986287411,-0.037842424960002674
726,726,759,ECB_00708,cds,gpmA,767472,768224,phosphoglyceromutase,767848.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
727,727,760,ECB_00709,cds,galM,768426,769466,galactose-1-epimerase (mutarotase),768946.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00052': 'Galactose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}",0.004073611290388241,0.016246663558545708,0.004150633075337139,0.0047462050947406536,-0.00597995797753547,-0.002295732819311101,-0.004594408180080294,-0.008554814722017372,-0.011626598501625396
728,728,761,ECB_00710,cds,galK,769460,770608,galactokinase,770034.0,"{'ebr00052': 'Galactose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}",0.0030946208417110183,0.0031785237438633498,-0.0042835616830182895,-0.007434568075117726,-0.004638673206635011,0.0007304620953133789,-0.02402107532642875,0.004274566766880487,0.010494819716183337
729,729,762,ECB_00711,cds,galT,770612,771658,galactose-1-phosphate uridylyltransferase,771135.0,"{'ebr00052': 'Galactose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}",-0.006281894919706238,0.0029740394728363195,-0.0004653597775470922,0.003066052803622043,-0.004680659420770232,0.00847810110668673,0.035279313801295516,-0.000597771450097209,-0.0018173990994561227
730,730,763,ECB_00712,cds,galE,771668,772684,UDP-galactose-4-epimerase,772176.0,"{'ebr00052': 'Galactose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr00541': 'O-Antigen nucleotide sugar biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}",0.0022584190132485488,,-0.011773044105222523,-0.0017695610619268996,-0.0006439304003678457,-0.017565124830139042,-0.04080937372262469,0.005786800214063637,-0.014534186690029998
731,731,764,ECB_00713,cds,modF,772945,774417,fused molybdate transporter subunits of ABC superfamily,773681.0,{'ebr02010': 'ABC transporters'},-0.007383236516408189,0.008986393773523909,-0.006741022680271875,0.005342946570511709,-0.007685201196171787,-0.0062697296796219385,-0.0036916234948142,-0.013044516168321342,-0.013038194671963209
732,732,765,ECB_00714,cds,modE,774485,775273,DNA-binding transcriptional dual regulator,774879.0,,-0.000377419823247864,0.01090482453687691,-0.009007469769975584,-0.0028352382802960515,-0.007245635893436216,-0.01461275448541851,-0.0012883857825578473,-0.0011786650177584208,-0.002808759519778288
733,733,766,ECB_00715,cds,ybhT,775402,775551,hypothetical protein,775476.5,,,,,,,,-0.00011440929362933976,,-0.0033422920065925045
734,734,767,ECB_00716,cds,modA,775718,776491,molybdate transporter subunit,776104.5,{'ebr02010': 'ABC transporters'},-0.002244361136017907,0.004320160891375989,-0.0012299442215857586,-0.005911976935469889,0.004283407180197357,-0.0013270584637320865,-0.020446503926522825,0.006058317925408253,-0.017321536245711772
735,735,768,ECB_00717,cds,modB,776491,777180,molybdate ABC transporter permease protein,776835.5,{'ebr02010': 'ABC transporters'},-0.0006572427410905015,,,,,,0.006907607905808598,0.006528414970909355,0.004566561577722508
736,736,769,ECB_00718,cds,modC,777183,778241,molybdate transporter subunit,777712.0,{'ebr02010': 'ABC transporters'},0.0006204105503680164,,-0.012433450024533577,,,,-0.0033029728574241364,-0.0037639285370028633,-0.009360045866201391
737,737,770,ECB_00719,cds,ybhA,778242,779060,predicted hydrolase,778651.0,,-0.007003751833101568,,-0.00501833559421344,-0.003591307537960313,-0.0033738771477395176,,-0.03490102878811938,-0.004352521604042901,-0.004757931261924525
738,738,771,ECB_00720,cds,ybhE,779215,780210,6-phosphogluconolactonase,779712.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
739,739,772,ECB_00721,cds,ybhD,780251,781267,predicted DNA-binding transcriptional regulator,780759.0,,-0.005296053997310824,0.016589333160689904,0.0012979686418407206,0.002214421750764576,-0.00395158714257136,-0.010360272150297051,0.0029009712817194156,-0.0034620969507497485,0.004848176258460114
740,740,773,ECB_00722,cds,ybhH,781388,782440,hypothetical protein,781914.0,,-0.0023440176151122327,0.002408343446116424,0.0003372593376707908,-0.0006423455435939533,-0.0019602614032366464,0.002283922465984683,-0.0027821405303796697,0.00027592995048048594,0.0013558601470714208
741,741,774,ECB_00723,cds,ybhI,782516,783949,predicted transporter,783232.5,,-0.0021931987317450647,-0.0098603117032172,-0.001684798966098457,-0.00027213048844522045,-0.0013655069704019967,-0.0008352036066108673,-0.0034668102384080974,-0.00044933754362867274,-0.002191263631326711
742,742,775,ECB_00724,cds,ybhJ,784132,786393,predicted hydratase,785262.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01210': '2-Oxocarboxylic acid metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",0.0007363551937547039,0.003233693695243641,-0.0023999846196189035,-0.00140404922859969,-0.0006628638557092403,-0.002796042418495635,-0.0001499944495067917,-0.00038896724740611555,-0.0072078742669046065
743,743,776,ECB_00725,cds,ybhC,786534,787817,predicted pectinesterase,787175.5,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr01100': 'Metabolic pathways', 'ebr02020': 'Two-component system'}",0.0021418307235959158,0.014374694493674059,0.0034739355547590933,0.007051946686575509,-0.0011455471428663269,0.002527870997348781,0.05532699618587533,-0.01547397164530109,-0.008103711779504131
744,744,791,ECB_00740,cds,ybhB,800059,800535,predicted kinase inhibitor,800297.0,,,,,,,,-0.025721355083855174,,-0.016254621955899138
745,745,792,ECB_00741,cds,bioA,800594,801883,adenosylmethionine-8-amino-7-oxononanoate transaminase,801238.5,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
746,746,793,ECB_00742,cds,bioB,801970,803010,biotin synthase,802490.0,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
747,747,794,ECB_00743,cds,bioF,803007,804161,8-amino-7-oxononanoate synthase,803584.0,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
748,748,795,ECB_00744,cds,bioC,804148,804903,"predicted methltransferase, enzyme of biotin synthesis",804525.5,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
749,749,796,ECB_00745,cds,bioD,804896,805573,dethiobiotin synthetase,805234.5,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
750,750,797,ECB_00746,cds,uvrB,806152,808173,excinuclease ABC subunit B,807162.5,{'ebr03420': 'Nucleotide excision repair'},-0.002500147477490782,,0.01024141024429052,,0.027231225394518048,,0.038669111919053006,,-0.012944735324311112
751,751,798,ECB_00747,cds,ybhK,808365,809273,predicted transferase with NAD(P)-binding Rossmann-fold domain,808819.0,,,,,,,,0.02300153498061043,,-0.005732633660678122
752,752,799,ECB_00748,cds,moaA,809670,810659,molybdenum cofactor biosynthesis protein A,810164.5,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors', 'ebr04122': 'Sulfur relay system'}",-0.016303658612752358,,,,,,-0.017720731240530946,,-0.018933110343433666
753,753,800,ECB_00749,cds,moaB,810681,811193,molybdopterin biosynthesis protein B,810937.0,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors', 'ebr04122': 'Sulfur relay system'}",,,,,,,,,
