,gene_ID,type,gene_symbol,start,stop,description,pos,pathway
667,ECB_t00014,ncrna,metT,679151,679227,,679189.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
668,EBG00001040635,ncrna,tRNA,679154,679227,,679190.5,
669,ECB_00631,cds,asnB,679608,681272,asparagine synthetase B,680440.0,"{'ebr00250': 'Alanine, aspartate and glutamate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids'}"
670,ECB_00632,cds,nagD,681669,682421,UMP phosphatase,682045.0,"{'ebr00230': 'Purine metabolism', 'ebr00240': 'Pyrimidine metabolism', 'ebr00760': 'Nicotinate and nicotinamide metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01232': 'Nucleotide metabolism'}"
671,ECB_00633,cds,nagC,682469,683689,"DNA-binding transcriptional dual regulator, repressor of N-acetylglucosamine",683079.0,
672,ECB_00634,cds,nagA,683698,684846,N-acetylglucosamine-6-phosphate deacetylase,684272.0,"{'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr01100': 'Metabolic pathways'}"
673,ECB_00635,cds,nagB,684906,685706,glucosamine-6-phosphate deaminase,685306.0,"{'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr01100': 'Metabolic pathways'}"
674,ECB_00636,cds,nagE,686039,687985,fused N-acetyl glucosamine specific PTS enzyme,687012.0,"{'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr02060': 'Phosphotransferase system (PTS)'}"
675,ECB_00637,cds,glnS,688188,689852,glutaminyl-tRNA synthetase,689020.0,"{'ebr00970': 'Aminoacyl-tRNA biosynthesis', 'ebr01100': 'Metabolic pathways'}"
676,ECB_00638,cds,ybfM,690429,691835,predicted outer membrane porin,691132.0,
677,ECB_00639,cds,ybfN,691885,692211,predicted lipoprotein,692048.0,
678,ECB_00640,cds,fur,692295,692741,ferric uptake regulator,692518.0,
679,ECB_00641,cds,fldA,693030,693560,flavodoxin 1,693295.0,
680,ECB_00642,cds,ybfE,693700,693993,LexA regulated protein,693846.5,
681,ECB_00643,cds,ybfF,694133,694897,hypothetical protein,694515.0,
682,ECB_00644,cds,seqA,695082,695627,regulatory protein for replication initiation,695354.5,
683,ECB_00645,cds,pgm,695653,697293,phosphoglucomutase,696473.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00030': 'Pentose phosphate pathway', 'ebr00052': 'Galactose metabolism', 'ebr00230': 'Purine metabolism', 'ebr00500': 'Starch and sucrose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr00521': 'Streptomycin biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
684,ECB_00646,cds,ybfP,697507,698001,hypothetical protein,697754.0,
685,ECB_00647,cds,ybfGH,698042,698692,hypothetical protein,698367.0,
686,ECB_00648,cds,potE,699041,700360,putrescine/proton symporter,699700.5,
687,ECB_00649,cds,speF,700357,702555,"ornithine decarboxylase isozyme, inducible",701456.0,"{'ebr00330': 'Arginine and proline metabolism', 'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
689,ECB_00651,cds,kdpE,703151,703828,DNA-binding response regulator in two-component regulatory system with KdpD,703489.5,"{'ebr02020': 'Two-component system', 'ebr02024': 'Quorum sensing'}"
690,ECB_00652,cds,kdpD,703825,706512,fused sensory histidine kinase in two-component regulatory system with KdpE,705168.5,{'ebr02020': 'Two-component system'}
691,ECB_00653,cds,kdpC,706502,707074,potassium-transporting ATPase subunit C,706788.0,{'ebr02020': 'Two-component system'}
692,ECB_00654,cds,kdpB,707083,709131,potassium-transporting ATPase subunit B,708107.0,{'ebr02020': 'Two-component system'}
693,ECB_00655,cds,kdpA,709154,710827,potassium-transporting ATPase subunit A,709990.5,{'ebr02020': 'Two-component system'}
694,ECB_00656,cds,kdpF,710827,710916,potassium ion accessory transporter subunit,710871.5,{'ebr02020': 'Two-component system'}
695,ECB_00657,cds,ybfA,711229,711435,hypothetical protein,711332.0,
696,ECB_00658,cds,rhsC,711856,713520,rhsC element core protein RshC,712688.0,
697,ECB_00659,cds,ybfB,713520,713846,predicted inner membrane protein,713683.0,
698,ECB_00660,cds,ybfO,713964,715397,"conserved hypothetical protein, rhs-like protein",714680.5,
699,ECB_00661,cds,ybfC,715394,715963,hypothetical protein,715678.5,
703,ECB_00666,cds,ybfD,718985,719746,hypothetical protein,719365.5,
704,ECB_00667,cds,ybgA,719894,720403,hypothetical protein,720148.5,
705,ECB_00668,cds,phrB,720400,721821,"deoxyribodipyrimidine photolyase, FAD-binding",721110.5,
706,ECB_00669,cds,ybgH,721860,723341,predicted transporter,722600.5,
707,ECB_00670,cds,ybgI,723612,724355,conserved metal-binding protein,723983.5,
708,ECB_00671,cds,ybgJ,724378,725034,predicted enzyme subunit,724706.0,"{'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways'}"
709,ECB_00672,cds,ybgK,725028,725960,predicted enzyme subunit,725494.0,"{'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways'}"
710,ECB_00673,cds,ybgL,725950,726684,hypothetical protein,726317.0,"{'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways'}"
711,ECB_00674,cds,nei,726720,727511,endonuclease VIII/ 5-formyluracil/5-hydroxymethyluracil DNA glycosylase,727115.5,{'ebr03410': 'Base excision repair'}
712,ECB_00675,cds,abrB,727508,728554,predicted regulator,728031.0,
713,ECB_00676,cds,ybgO,728706,729767,predicted fimbrial-like adhesin protein,729236.5,
714,ECB_00677,cds,ybgP,729764,730495,predicted assembly protein,730129.5,
715,ECB_00678,cds,ybgQ,730510,732960,predicted outer membrane protein,731735.0,
716,ECB_00679,cds,ybgD,733020,733586,predicted fimbrial-like adhesin protein,733303.0,
717,ECB_00680,cds,gltA,733976,735259,citrate synthase,734617.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01210': '2-Oxocarboxylic acid metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
718,ECB_00681,cds,sdhC,735968,736357,succinate dehydrogenase cytochrome b556 large membrane subunit,736162.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
719,ECB_00682,cds,sdhD,736351,736698,succinate dehydrogenase cytochrome b556 small membrane subunit,736524.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
720,ECB_00683,cds,sdhA,736698,738464,succinate dehydrogenase flavoprotein subunit,737581.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
721,ECB_00684,cds,sdhB,738480,739196,"succinate dehydrogenase, FeS subunit",738838.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
722,ECB_00685,cds,sucA,739497,742298,alpha-ketoglutarate decarboxylase,740897.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
723,ECB_00686,cds,sucB,742313,743530,dihydrolipoamide acetyltransferase,742921.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00310': 'Lysine degradation', 'ebr00380': 'Tryptophan metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
724,ECB_00687,cds,sucC,743896,745062,succinyl-CoA synthetase subunit beta,744479.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00640': 'Propanoate metabolism', 'ebr00660': 'C5-Branched dibasic acid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
725,ECB_00688,cds,sucD,745062,745931,succinyl-CoA synthetase subunit alpha,745496.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00640': 'Propanoate metabolism', 'ebr00660': 'C5-Branched dibasic acid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
726,ECB_00689,cds,farR,746035,746757,"DNA-binding transcriptional dual regulator, fatty-acyl-binding",746396.0,
727,ECB_00690,cds,hrsA,746866,748842,fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes,747854.0,{'ebr02060': 'Phosphotransferase system (PTS)'}
728,ECB_00691,cds,ybgG,748860,751493,alpha-mannosidase,750176.5,
729,ECB_00692,cds,cydA,752340,753908,"cytochrome d terminal oxidase, subunit I",753124.0,"{'ebr00190': 'Oxidative phosphorylation', 'ebr02020': 'Two-component system'}"
730,ECB_00693,cds,cydB,753924,755063,"cytochrome d terminal oxidase, subunit II",754493.5,"{'ebr00190': 'Oxidative phosphorylation', 'ebr02020': 'Two-component system'}"
731,ECB_00694,cds,ybgT,755078,755191,hypothetical protein,755134.5,"{'ebr00190': 'Oxidative phosphorylation', 'ebr02020': 'Two-component system'}"
732,ECB_00695,cds,ybgE,755191,755484,conserved inner membrane protein,755337.5,
733,ECB_00696,cds,ybgC,755634,756038,predicted acyl-CoA thioesterase,755836.0,
734,ECB_00697,cds,tolQ,756035,756727,membrane spanning protein in TolA-TolQ-TolR complex,756381.0,
735,ECB_00698,cds,tolR,756731,757159,membrane spanning protein in TolA-TolQ-TolR complex,756945.0,
736,ECB_00699,cds,tolA,757224,758489,cell envelope integrity inner membrane protein TolA,757856.5,
737,ECB_00700,cds,tolB,758622,759914,translocation protein TolB precursor,759268.0,
738,ECB_00701,cds,pal,759949,760470,peptidoglycan-associated outer membrane lipoprotein,760209.5,
739,ECB_00702,cds,ybgF,760480,761271,hypothetical protein,760875.5,
740,ECB_t00015,ncrna,lysT,761436,761511,,761473.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
741,EBG00001040723,ncrna,tRNA,761436,761508,,761472.0,
742,EBG00001040719,ncrna,tRNA,761647,761719,,761683.0,
743,ECB_t00016,ncrna,valT,761647,761722,,761684.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
744,EBG00001040668,ncrna,tRNA,761725,761797,,761761.0,
745,ECB_t00017,ncrna,lysW,761725,761800,,761762.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
746,EBG00001040583,ncrna,tRNA,761852,761924,,761888.0,
747,ECB_t00018,ncrna,valZ,761852,761927,,761889.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
748,EBG00001040530,ncrna,tRNA,761931,762003,,761967.0,
749,ECB_t00019,ncrna,lysY,761931,762006,,761968.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
750,EBG00001040552,ncrna,tRNA,762153,762225,,762189.0,
751,ECB_t00020,ncrna,lysZ,762153,762228,,762190.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
752,EBG00001040590,ncrna,tRNA,762361,762433,,762397.0,
753,ECB_t00021,ncrna,lysQ,762361,762436,,762398.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
754,ECB_00703,cds,nadA,762714,763757,quinolinate synthetase,763235.5,"{'ebr00760': 'Nicotinate and nicotinamide metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
755,ECB_00704,cds,pnuC,763795,764514,predicted nicotinamide mononucleotide transporter,764154.5,
756,ECB_00705,cds,ybgR,764511,765452,zinc transporter ZitB,764981.5,
757,ECB_00706,cds,ybgS,765566,765946,hypothetical protein,765756.0,
758,ECB_00707,cds,aroG,766262,767314,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible",766788.0,"{'ebr00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids', 'ebr02024': 'Quorum sensing'}"
759,ECB_00708,cds,gpmA,767472,768224,phosphoglyceromutase,767848.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
760,ECB_00709,cds,galM,768426,769466,galactose-1-epimerase (mutarotase),768946.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00052': 'Galactose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
761,ECB_00710,cds,galK,769460,770608,galactokinase,770034.0,"{'ebr00052': 'Galactose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
762,ECB_00711,cds,galT,770612,771658,galactose-1-phosphate uridylyltransferase,771135.0,"{'ebr00052': 'Galactose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
763,ECB_00712,cds,galE,771668,772684,UDP-galactose-4-epimerase,772176.0,"{'ebr00052': 'Galactose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr00541': 'O-Antigen nucleotide sugar biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
764,ECB_00713,cds,modF,772945,774417,fused molybdate transporter subunits of ABC superfamily,773681.0,{'ebr02010': 'ABC transporters'}
765,ECB_00714,cds,modE,774485,775273,DNA-binding transcriptional dual regulator,774879.0,
766,ECB_00715,cds,ybhT,775402,775551,hypothetical protein,775476.5,
767,ECB_00716,cds,modA,775718,776491,molybdate transporter subunit,776104.5,{'ebr02010': 'ABC transporters'}
768,ECB_00717,cds,modB,776491,777180,molybdate ABC transporter permease protein,776835.5,{'ebr02010': 'ABC transporters'}
769,ECB_00718,cds,modC,777183,778241,molybdate transporter subunit,777712.0,{'ebr02010': 'ABC transporters'}
770,ECB_00719,cds,ybhA,778242,779060,predicted hydrolase,778651.0,
771,ECB_00720,cds,ybhE,779215,780210,6-phosphogluconolactonase,779712.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
772,ECB_00721,cds,ybhD,780251,781267,predicted DNA-binding transcriptional regulator,780759.0,
773,ECB_00722,cds,ybhH,781388,782440,hypothetical protein,781914.0,
774,ECB_00723,cds,ybhI,782516,783949,predicted transporter,783232.5,
775,ECB_00724,cds,ybhJ,784132,786393,predicted hydratase,785262.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01210': '2-Oxocarboxylic acid metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
776,ECB_00725,cds,ybhC,786534,787817,predicted pectinesterase,787175.5,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr01100': 'Metabolic pathways', 'ebr02020': 'Two-component system'}"
791,ECB_00740,cds,ybhB,800059,800535,predicted kinase inhibitor,800297.0,
792,ECB_00741,cds,bioA,800594,801883,adenosylmethionine-8-amino-7-oxononanoate transaminase,801238.5,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
793,ECB_00742,cds,bioB,801970,803010,biotin synthase,802490.0,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
794,ECB_00743,cds,bioF,803007,804161,8-amino-7-oxononanoate synthase,803584.0,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
795,ECB_00744,cds,bioC,804148,804903,"predicted methltransferase, enzyme of biotin synthesis",804525.5,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
796,ECB_00745,cds,bioD,804896,805573,dethiobiotin synthetase,805234.5,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
797,ECB_00746,cds,uvrB,806152,808173,excinuclease ABC subunit B,807162.5,{'ebr03420': 'Nucleotide excision repair'}
798,ECB_00747,cds,ybhK,808365,809273,predicted transferase with NAD(P)-binding Rossmann-fold domain,808819.0,
799,ECB_00748,cds,moaA,809670,810659,molybdenum cofactor biosynthesis protein A,810164.5,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors', 'ebr04122': 'Sulfur relay system'}"
800,ECB_00749,cds,moaB,810681,811193,molybdopterin biosynthesis protein B,810937.0,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors', 'ebr04122': 'Sulfur relay system'}"
801,ECB_00750,cds,moaC,811196,811681,molybdenum cofactor biosynthesis protein C,811438.5,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors', 'ebr04122': 'Sulfur relay system'}"
802,ECB_00751,cds,moaD,811674,811919,"molybdopterin synthase, small subunit",811796.5,{'ebr04122': 'Sulfur relay system'}
803,ECB_00752,cds,moaE,811921,812373,"molybdopterin synthase, large subunit",812147.0,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors', 'ebr04122': 'Sulfur relay system'}"
804,ECB_00753,cds,ybhL,812509,813213,predicted inner membrane protein,812861.0,
805,ECB_00754,cds,ybhM,813418,814131,conserved inner membrane protein,813774.5,
806,ECB_00755,cds,ybhN,814167,815123,conserved inner membrane protein,814645.0,
807,ECB_00756,cds,ybhO,815123,816364,cardiolipin synthase 2,815743.5,"{'ebr00564': 'Glycerophospholipid metabolism', 'ebr01100': 'Metabolic pathways'}"
808,ECB_00757,cds,ybhP,816361,817122,predicted DNase,816741.5,
809,ECB_00758,cds,ybhQ,817255,817665,predicted inner membrane protein,817460.0,
810,ECB_00759,cds,ybhR,817627,818733,predicted transporter subunit,818180.0,
